GROWTH_PLATFORM_NM,SVC_LINE_NM,PRACTICE_NM,SVC_AREA_NM,CAPACITY_GROUP_NM,JRS_NM,NEW_GROWTH_PLATFORM_NM,NEW_SVC_LINE_NM,NEW_PRACTICE_NM,ECONOMIC_MODEL_NM,NEW_SVC_AREA_NM,NEW_JRS_NM,PRACTICE_TYPE_NM,JRS_ACTION,COMMENTS
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Project Management and Business Analysis (Legacy),Quality Assurance Professional-Application Services,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Project Management and Business Analysis (Legacy),Technical Support Professional-AMS,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Tier II ISV (Custom),Application Architect-Industry Packages,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Package Application Services non-ERP,,Rename,change,change JR/S Service Area from 'AMI-Legacy Application Management MJ' to 'Package Application Services non-ERP'
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Transition & Transformation,Business Transformation Consultant-IT Metrics SLA & KPI,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Transition & Transformation,Business Transformation Consultant-IT Service Process,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,AMI - Transition & Transformation,Transition Manager-IT Transition Services,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,Unassigned,Application Architect-Mainframe Modernization,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,Unassigned,Application Consultant-Mainframe Modernization,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Legacy Application Management MJ,Unassigned,Application Developer-Mainframe Modernization,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Package Application Services non-ERP Y8,AMI - Enterprise Integration (Custom),Application Developer-Industry Packages,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,AMI-Package Application Services non-ERP Y8,AMI - Tier II ISV,Package Consultant-Industry Packages,Hybrid Cloud Services,Hybrid Cloud Management,Custom & Exponential Tech,Managed Services,Custom & Exponential  Tech Managed Services,,Rename,no change,
Cloud Application Innovation,CAS Manage,Custom AMS,N/A - Service Area not allocated,AMI - Project Support (N/A),Project Administrator-Project Support,#N/A,#N/A,Custom & Exponential  Tech Managed Services,#N/A,Application Development and Maintenance,,#N/A,change,Change Service Area alignment from 'N/A - Service Area not allocated' to 'Application Development and Maintenance'
,,,,,Application Developer-IoT Managed Services,#N/A,#N/A,Custom & Exponential  Tech Managed Services,#N/A,Exponential Technology,Application Developer-IoT Managed Services,#N/A,add,net new JR/S and Service Area (Sub Practice). JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Application Developer-Blockchain Managed Services,#N/A,#N/A,Custom & Exponential  Tech Managed Services,#N/A,Exponential Technology,Application Developer-Blockchain Managed Services,#N/A,add,net new JR/S and Service Area (Sub Practice). JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
,,,,,Data Engineer-Big Data Managed Services,Hybrid Cloud Services,Hybrid Cloud Management,Data Managed Services,Managed Services,Data Managed Services,Data Engineer-Big Data Managed Services,Rename,add,net new JR/S and Service Area (Sub Practice). JR/S add proposed by SL/Practice - BAU Taxonomy process pending to potentially implement change.
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Application Consultant-DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Application Consultant-Site Reliability,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Application Developer-DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Business Sales & Delivery Executive-Application Operations,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Infrastructure Specialist-Cloud Application Operations,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Infrastructure Specialist-Cloud Platforms,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Infrastructure Specialist-Red Hat DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name); Specialty name change from 'Red Hat OpenShift' to 'Red Hat DevOps'; need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Infrastructure Specialist-System Administration,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI - Application Operations,Project Manager-Application Operations,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-AWS DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-AWS Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-Azure DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-Azure Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-Google DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-Google Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-IBM Cloud DevOps,Hybrid Cloud Services,Hybrid Cloud Management,DevSecOps & IT Automation,Managed Services,DevSecOps,,Merge,no change,DevSecOps Practice split to Hybrid Cloud Management (rename); need to confirm practice name
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Infrastructure Specialist-IBM Cloud Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-AWS Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-AWS Site Reliablity,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-Azure Site Reliablity,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-Google Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-Google Site Reliablity,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-IBM Cloud Platform,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
Cloud Application Innovation,CAS Manage,Dev Sec Ops,AMI-Dev Sec Ops EV,AMI-OCP MC Platform,Technical Architect-IBM Cloud Site Reliablity,Hybrid Cloud Services,Hybrid Cloud Management,Platform Enginieering Services,Managed Services,Platform Engineering Services,,Split/New,change,DevSecOps Practice split to Platform Engineering Services (new practice); moved back to DevSecOps (3/14)
